"Short_Date","Venue","Long_Date","Year"
"1987-08-11","Red Rocks Amphitheatre, Morrison, CO","August 11, 1987",1987
"1987-08-12","Red Rocks Amphitheatre, Morrison, CO","August 12, 1987",1987
"1987-08-13","Red Rocks Amphitheatre, Morrison, CO","August 13, 1987",1987
"1987-08-15","Town Park, Telluride, CO","August 15, 1987",1987
"1987-08-16","Town Park, Telluride, CO","August 16, 1987",1987
"1987-08-18","Compton Terrace Amphitheatre, Tempe, AZ","August 18, 1987",1987
"1987-08-20","Park West Ski Resort, Park West, UT","August 20, 1987",1987
"1987-08-22","Calaveras County Fairgrounds, Angels Camp, CA","August 22, 1987",1987
"1987-08-23","Calaveras County Fairgrounds, Angels Camp, CA","August 23, 1987",1987
"1987-09-07","Providence Civic Center, Providence, RI","September 7, 1987",1987
"1987-09-08","Providence Civic Center, Providence, RI","September 8, 1987",1987
"1987-09-09","Providence Civic Center, Providence, RI","September 9, 1987",1987
"1987-09-11","Capital Centre, Landover, MD","September 11, 1987",1987
"1987-09-12","Capital Centre, Landover, MD","September 12, 1987",1987
"1987-09-13","Capital Centre, Landover, MD","September 13, 1987",1987
"1987-09-15","Madison Square Garden, New York, NY","September 15, 1987",1987
"1987-09-16","Madison Square Garden, New York, NY","September 16, 1987",1987
"1987-09-18","Madison Square Garden, New York, NY","September 18, 1987",1987
"1987-09-19","Madison Square Garden, New York, NY","September 19, 1987",1987
"1987-09-20","Madison Square Garden, New York, NY","September 20, 1987",1987
"1987-09-22","Spectrum, Philadelphia, PA","September 22, 1987",1987
"1987-09-23","Spectrum, Philadelphia, PA","September 23, 1987",1987
"1987-09-24","Spectrum, Philadelphia, PA","September 24, 1987",1987
"1987-10-02","Shoreline Amphitheatre, Mountain View, CA","October 2, 1987",1987
"1987-10-03","Shoreline Amphitheatre, Mountain View, CA","October 3, 1987",1987
"1987-10-04","Shoreline Amphitheatre, Mountain View, CA","October 4, 1987",1987
"1987-11-06","Henry J. Kaiser Convention Center, Oakland, CA","November 6, 1987",1987
"1987-11-07","Henry J. Kaiser Convention Center, Oakland, CA","November 7, 1987",1987
"1987-11-08","Henry J. Kaiser Convention Center, Oakland, CA","November 8, 1987",1987
"1987-11-13","Long Beach Arena, Long Beach, CA","November 13, 1987",1987
"1987-11-14","Long Beach Arena, Long Beach, CA","November 14, 1987",1987
"1987-11-15","Long Beach Arena, Long Beach, CA","November 15, 1987",1987
"1987-12-27","Oakland Coliseum, Oakland, CA","December 27, 1987",1987
"1987-12-28","Oakland Coliseum, Oakland, CA","December 28, 1987",1987
"1987-12-30","Oakland Coliseum, Oakland, CA","December 30, 1987",1987
"1987-12-31","Oakland Coliseum, Oakland, CA","December 31, 1987",1987
"1988-02-13","Henry J. Kaiser Convention Center, Oakland, CA","February 13, 1988",1988
"1988-02-14","Henry J. Kaiser Convention Center, Oakland, CA","February 14, 1988",1988
"1988-02-16","Henry J. Kaiser Convention Center, Oakland, CA","February 16, 1988",1988
"1988-02-17","Henry J. Kaiser Convention Center, Oakland, CA","February 17, 1988",1988
"1988-03-16","Henry J. Kaiser Convention Center, Oakland, CA","March 16, 1988",1988
"1988-03-17","Henry J. Kaiser Convention Center, Oakland, CA","March 17, 1988",1988
"1988-03-18","Henry J. Kaiser Convention Center, Oakland, CA","March 18, 1988",1988
"1988-03-24","The Omni, Atlanta, GA","March 24, 1988",1988
"1988-03-26","Hampton Coliseum, Hampton, VA","March 26, 1988",1988
"1988-03-27","Hampton Coliseum, Hampton, VA","March 27, 1988",1988
"1988-03-28","Hampton Coliseum, Hampton, VA","March 28, 1988",1988
"1988-03-30","Brendan Byrne Arena, East Rutherford, NJ","March 30, 1988",1988
"1988-03-31","Brendan Byrne Arena, East Rutherford, NJ","March 31, 1988",1988
"1988-04-01","Brendan Byrne Arena, East Rutherford, NJ","April 1, 1988",1988
"1988-04-03","Hartford Civic Center, Hartford, CT","April 3, 1988",1988
"1988-04-04","Hartford Civic Center, Hartford, CT","April 4, 1988",1988
"1988-04-05","Hartford Civic Center, Hartford, CT","April 5, 1988",1988
"1988-04-07","Centrum, Worcester, MA","April 7, 1988",1988
"1988-04-08","Centrum, Worcester, MA","April 8, 1988",1988
"1988-04-09","Centrum, Worcester, MA","April 9, 1988",1988
"1988-04-11","Joe Louis Arena, Detroit, MI","April 11, 1988",1988
"1988-04-13","Rosemont Horizon, Rosemont, IL","April 13, 1988",1988
"1988-04-14","Rosemont Horizon, Rosemont, IL","April 14, 1988",1988
"1988-04-15","Rosemont Horizon, Rosemont, IL","April 15, 1988",1988
"1988-04-22","Irvine Meadows Amphitheatre, Irvine, CA","April 22, 1988",1988
"1988-04-23","Irvine Meadows Amphitheatre, Irvine, CA","April 23, 1988",1988
"1988-04-24","Irvine Meadows Amphitheatre, Irvine, CA","April 24, 1988",1988
"1988-04-30","Frost Amphitheatre, Palo Alto, CA","April 30, 1988",1988
"1988-05-01","Frost Amphitheatre, Palo Alto, CA","May 1, 1988",1988
"1988-06-17","Metropolitan Sports Center, Bloomington, MN","June 17, 1988",1988
"1988-06-19","Alpine Valley Music Theatre, East Troy, WI","June 19, 1988",1988
"1988-06-20","Alpine Valley Music Theatre, East Troy, WI","June 20, 1988",1988
"1988-06-22","Alpine Valley Music Theatre, East Troy, WI","June 22, 1988",1988
"1988-06-23","Alpine Valley Music Theatre, East Troy, WI","June 23, 1988",1988
"1988-06-25","Buckeye Lake Music Center, Thornville, OH","June 25, 1988",1988
"1988-06-26","Pittsburgh Civic Arena, Pittsburgh, PA","June 26, 1988",1988
"1988-06-28","Performing Arts Center, Saratoga Springs, NY","June 28, 1988",1988
"1988-06-30","Silver Stadium, Rochester, NY","June 30, 1988",1988
"1988-07-02","Oxford Plains Speedway, Oxford, ME","July 2, 1988",1988
"1988-07-03","Oxford Plains Speedway, Oxford, ME","July 3, 1988",1988
"1988-07-15","Greek Theatre, UC Berkeley, Berkeley, CA","July 15, 1988",1988
"1988-07-16","Greek Theatre, UC Berkeley, Berkeley, CA","July 16, 1988",1988
"1988-07-17","Greek Theatre, UC Berkeley, Berkeley, CA","July 17, 1988",1988
"1988-07-29","Laguna Seca Raceway, Salinas, CA","July 29, 1988",1988
"1988-07-30","Laguna Seca Raceway, Salinas, CA","July 30, 1988",1988
"1988-07-31","Laguna Seca Raceway, Salinas, CA","July 31, 1988",1988
"1988-08-26","Tacoma Dome, Tacoma, WA","August 26, 1988",1988
"1988-08-28","Autzen Stadium, U. of Oregon, Eugene, OR","August 28, 1988",1988
"1988-09-02","Capital Centre, Landover, MD","September 2, 1988",1988
"1988-09-03","Capital Centre, Landover, MD","September 3, 1988",1988
"1988-09-05","Capital Centre, Landover, MD","September 5, 1988",1988
"1988-09-06","Capital Centre, Landover, MD","September 6, 1988",1988
"1988-09-08","Spectrum, Philadelphia, PA","September 8, 1988",1988
"1988-09-09","Spectrum, Philadelphia, PA","September 9, 1988",1988
"1988-09-11","Spectrum, Philadelphia, PA","September 11, 1988",1988
"1988-09-12","Spectrum, Philadelphia, PA","September 12, 1988",1988
"1988-09-14","Madison Square Garden, New York, NY","September 14, 1988",1988
"1988-09-15","Madison Square Garden, New York, NY","September 15, 1988",1988
"1988-09-16","Madison Square Garden, New York, NY","September 16, 1988",1988
"1988-09-18","Madison Square Garden, New York, NY","September 18, 1988",1988
"1988-09-19","Madison Square Garden, New York, NY","September 19, 1988",1988
"1988-09-20","Madison Square Garden, New York, NY","September 20, 1988",1988
"1988-09-22","Madison Square Garden, New York, NY","September 22, 1988",1988
"1988-09-23","Madison Square Garden, New York, NY","September 23, 1988",1988
"1988-09-24","Madison Square Garden, New York, NY","September 24, 1988",1988
"1988-09-30","Shoreline Amphitheatre, Mountain View, CA","September 30, 1988",1988
"1988-10-01","Shoreline Amphitheatre, Mountain View, CA","October 1, 1988",1988
"1988-10-02","Shoreline Amphitheatre, Mountain View, CA","October 2, 1988",1988
"1988-10-14","Miami Arena, Miami, FL","October 14, 1988",1988
"1988-10-15","Bayfront Center Arena, St. Petersburg, FL","October 15, 1988",1988
"1988-10-16","Bayfront Center Arena, St. Petersburg, FL","October 16, 1988",1988
"1988-10-18","Lakefront Arena, UNO, New Orleans, LA","October 18, 1988",1988
"1988-10-20","The Summit, Houston, TX","October 20, 1988",1988
"1988-10-21","Reunion Arena, Dallas, TX","October 21, 1988",1988
"1988-12-09","Long Beach Arena, Long Beach, CA","December 9, 1988",1988
"1988-12-10","Long Beach Arena, Long Beach, CA","December 10, 1988",1988
"1988-12-11","Long Beach Arena, Long Beach, CA","December 11, 1988",1988
"1988-12-28","Oakland Coliseum, Oakland, CA","December 28, 1988",1988
"1988-12-29","Oakland Coliseum, Oakland, CA","December 29, 1988",1988
"1988-12-31","Oakland Coliseum, Oakland, CA","December 31, 1988",1988
"1989-02-05","Henry J. Kaiser Convention Center, Oakland, CA","February 5, 1989",1989
"1989-02-06","Henry J. Kaiser Convention Center, Oakland, CA","February 6, 1989",1989
"1989-02-07","Henry J. Kaiser Convention Center, Oakland, CA","February 7, 1989",1989
"1989-02-10","Great Western Forum, Inglewood, CA","February 10, 1989",1989
"1989-02-11","Great Western Forum, Inglewood, CA","February 11, 1989",1989
"1989-02-12","Great Western Forum, Inglewood, CA","February 12, 1989",1989
"1989-03-27","The Omni, Atlanta, GA","March 27, 1989",1989
"1989-03-28","The Omni, Atlanta, GA","March 28, 1989",1989
"1989-03-30","Greensboro Coliseum, Greensboro, NC","March 30, 1989",1989
"1989-03-31","Greensboro Coliseum, Greensboro, NC","March 31, 1989",1989
"1989-04-02","Pittsburgh Civic Arena, Pittsburgh, PA","April 2, 1989",1989
"1989-04-03","Pittsburgh Civic Arena, Pittsburgh, PA","April 3, 1989",1989
"1989-04-05","Crisler Arena, University of Michigan, Ann Arbor, MI","April 5, 1989",1989
"1989-04-06","Crisler Arena, University of Michigan, Ann Arbor, MI","April 6, 1989",1989
"1989-04-08","Riverfront Arena, Cincinnati, OH","April 8, 1989",1989
"1989-04-09","Freedom Hall, Louisville, KY","April 9, 1989",1989
"1989-04-11","Rosemont Horizon, Rosemont, IL","April 11, 1989",1989
"1989-04-12","Rosemont Horizon, Rosemont, IL","April 12, 1989",1989
"1989-04-13","Rosemont Horizon, Rosemont, IL","April 13, 1989",1989
"1989-04-15","Mecca, Milwaukee, WI","April 15, 1989",1989
"1989-04-16","Mecca, Milwaukee, WI","April 16, 1989",1989
"1989-04-17","Metropolitan Sports Center, Bloomington, MN","April 17, 1989",1989
"1989-04-28","Irvine Meadows Amphitheatre, Irvine, CA","April 28, 1989",1989
"1989-04-29","Irvine Meadows Amphitheatre, Irvine, CA","April 29, 1989",1989
"1989-04-30","Irvine Meadows Amphitheatre, Irvine, CA","April 30, 1989",1989
"1989-05-06","Frost Amphitheatre, Palo Alto, CA","May 6, 1989",1989
"1989-05-07","Frost Amphitheatre, Palo Alto, CA","May 7, 1989",1989
"1989-05-27","Oakland Coliseum, Oakland, CA","May 27, 1989",1989
"1989-06-18","Shoreline Amphitheatre, Mountain View, CA","June 18, 1989",1989
"1989-06-19","Shoreline Amphitheatre, Mountain View, CA","June 19, 1989",1989
"1989-06-21","Shoreline Amphitheatre, Mountain View, CA","June 21, 1989",1989
"1989-07-02","Sullivan Stadium, Foxboro, MA","July 2, 1989",1989
"1989-07-04","Rich Stadium, Buffalo, NY","July 4, 1989",1989
"1989-07-07","John F. Kennedy Stadium, Philadelphia, PA","July 7, 1989",1989
"1989-07-09","Giants Stadium, East Rutherford, NJ","July 9, 1989",1989
"1989-07-10","Giants Stadium, East Rutherford, NJ","July 10, 1989",1989
"1989-07-12","Robert F. Kennedy Stadium, Washington, DC","July 12, 1989",1989
"1989-07-13","Robert F. Kennedy Stadium, Washington, DC","July 13, 1989",1989
"1989-07-15","Deer Creek Music Center, Noblesville, IN","July 15, 1989",1989
"1989-07-17","Alpine Valley Music Theatre, East Troy, WI","July 17, 1989",1989
"1989-07-18","Alpine Valley Music Theatre, East Troy, WI","July 18, 1989",1989
"1989-07-19","Alpine Valley Music Theatre, East Troy, WI","July 19, 1989",1989
"1989-08-04","Cal Expo Amphitheatre, Sacramento, CA","August 4, 1989",1989
"1989-08-05","Cal Expo Amphitheatre, Sacramento, CA","August 5, 1989",1989
"1989-08-06","Cal Expo Amphitheatre, Sacramento, CA","August 6, 1989",1989
"1989-08-17","Greek Theatre, UC Berkeley, Berkeley, CA","August 17, 1989",1989
"1989-08-18","Greek Theatre, UC Berkeley, Berkeley, CA","August 18, 1989",1989
"1989-08-19","Greek Theatre, UC Berkeley, Berkeley, CA","August 19, 1989",1989
"1989-09-29","Shoreline Amphitheatre, Mountain View, CA","September 29, 1989",1989
"1989-09-30","Shoreline Amphitheatre, Mountain View, CA","September 30, 1989",1989
"1989-10-01","Shoreline Amphitheatre, Mountain View, CA","October 1, 1989",1989
"1989-10-08","Hampton Coliseum, Hampton, VA","October 8, 1989",1989
"1989-10-09","Hampton Coliseum, Hampton, VA","October 9, 1989",1989
"1989-10-11","Brendan Byrne Arena, East Rutherford, NJ","October 11, 1989",1989
"1989-10-12","Brendan Byrne Arena, East Rutherford, NJ","October 12, 1989",1989
"1989-10-14","Brendan Byrne Arena, East Rutherford, NJ","October 14, 1989",1989
"1989-10-15","Brendan Byrne Arena, East Rutherford, NJ","October 15, 1989",1989
"1989-10-16","Brendan Byrne Arena, East Rutherford, NJ","October 16, 1989",1989
"1989-10-18","Spectrum, Philadelphia, PA","October 18, 1989",1989
"1989-10-19","Spectrum, Philadelphia, PA","October 19, 1989",1989
"1989-10-20","Spectrum, Philadelphia, PA","October 20, 1989",1989
"1989-10-22","Charlotte Coliseum, Charlotte, NC","October 22, 1989",1989
"1989-10-23","Charlotte Coliseum, Charlotte, NC","October 23, 1989",1989
"1989-10-25","Miami Arena, Miami, FL","October 25, 1989",1989
"1989-10-26","Miami Arena, Miami, FL","October 26, 1989",1989
"1989-12-06","Oakland Coliseum, Oakland, CA","December 6, 1989",1989
"1989-12-08","Great Western Forum, Inglewood, CA","December 8, 1989",1989
"1989-12-09","Great Western Forum, Inglewood, CA","December 9, 1989",1989
"1989-12-10","Great Western Forum, Inglewood, CA","December 10, 1989",1989
"1989-12-27","Oakland Coliseum, Oakland, CA","December 27, 1989",1989
"1989-12-28","Oakland Coliseum, Oakland, CA","December 28, 1989",1989
"1989-12-30","Oakland Coliseum, Oakland, CA","December 30, 1989",1989
"1989-12-31","Oakland Coliseum, Oakland, CA","December 31, 1989",1989
"1990-02-25","Oakland Coliseum, Oakland, CA","February 25, 1990",1990
"1990-02-26","Oakland Coliseum, Oakland, CA","February 26, 1990",1990
"1990-02-27","Oakland Coliseum, Oakland, CA","February 27, 1990",1990
"1990-03-14","Capital Centre, Landover, MD","March 14, 1990",1990
"1990-03-15","Capital Centre, Landover, MD","March 15, 1990",1990
"1990-03-16","Capital Centre, Landover, MD","March 16, 1990",1990
"1990-03-18","Hartford Civic Center, Hartford, CT","March 18, 1990",1990
"1990-03-19","Hartford Civic Center, Hartford, CT","March 19, 1990",1990
"1990-03-21","Copps Coliseum, Hamilton, Canada","March 21, 1990",1990
"1990-03-22","Copps Coliseum, Hamilton, Canada","March 22, 1990",1990
"1990-03-24","Knickerbocker Arena, Albany, NY","March 24, 1990",1990
"1990-03-25","Knickerbocker Arena, Albany, NY","March 25, 1990",1990
"1990-03-26","Knickerbocker Arena, Albany, NY","March 26, 1990",1990
"1990-03-28","Nassau Veterans Memorial Coliseum, Uniondale, NY","March 28, 1990",1990
"1990-03-29","Nassau Veterans Memorial Coliseum, Uniondale, NY","March 29, 1990",1990
"1990-03-30","Nassau Veterans Memorial Coliseum, Uniondale, NY","March 30, 1990",1990
"1990-04-01","The Omni, Atlanta, GA","April 1, 1990",1990
"1990-04-02","The Omni, Atlanta, GA","April 2, 1990",1990
"1990-04-03","The Omni, Atlanta, GA","April 3, 1990",1990
"1990-05-05","California State U. Dominguez Hills, Carson, CA","May 5, 1990",1990
"1990-05-06","California State U. Dominguez Hills, Carson, CA","May 6, 1990",1990
"1990-06-08","Cal Expo Amphitheatre, Sacramento, CA","June 8, 1990",1990
"1990-06-09","Cal Expo Amphitheatre, Sacramento, CA","June 9, 1990",1990
"1990-06-10","Cal Expo Amphitheatre, Sacramento, CA","June 10, 1990",1990
"1990-06-15","Shoreline Amphitheatre, Mountain View, CA","June 15, 1990",1990
"1990-06-16","Shoreline Amphitheatre, Mountain View, CA","June 16, 1990",1990
"1990-06-17","Shoreline Amphitheatre, Mountain View, CA","June 17, 1990",1990
"1990-06-23","Autzen Stadium, U. of Oregon, Eugene, OR","June 23, 1990",1990
"1990-06-24","Autzen Stadium, U. of Oregon, Eugene, OR","June 24, 1990",1990
"1990-07-04","Sandstone Amphitheater, Bonner Springs, KS","July 4, 1990",1990
"1990-07-06","Cardinal Stadium, Louisville, KY","July 6, 1990",1990
"1990-07-08","Three Rivers Stadium, Pittsburgh, PA","July 8, 1990",1990
"1990-07-10","Carter-Finley Stadium, NCSU, Raleigh, NC","July 10, 1990",1990
"1990-07-12","Robert F. Kennedy Stadium, Washington, DC","July 12, 1990",1990
"1990-07-14","Foxboro Stadium, Foxboro, MA","July 14, 1990",1990
"1990-07-16","Rich Stadium, Buffalo, NY","July 16, 1990",1990
"1990-07-18","Deer Creek Music Center, Noblesville, IN","July 18, 1990",1990
"1990-07-19","Deer Creek Music Center, Noblesville, IN","July 19, 1990",1990
"1990-07-21","World Music Theatre, Tinley Park, IL","July 21, 1990",1990
"1990-07-22","World Music Theatre, Tinley Park, IL","July 22, 1990",1990
"1990-07-23","World Music Theatre, Tinley Park, IL","July 23, 1990",1990
"1990-09-07","Richfield Coliseum, Richfield, OH","September 7, 1990",1990
"1990-09-08","Richfield Coliseum, Richfield, OH","September 8, 1990",1990
"1990-09-10","Spectrum, Philadelphia, PA","September 10, 1990",1990
"1990-09-11","Spectrum, Philadelphia, PA","September 11, 1990",1990
"1990-09-12","Spectrum, Philadelphia, PA","September 12, 1990",1990
"1990-09-14","Madison Square Garden, New York, NY","September 14, 1990",1990
"1990-09-15","Madison Square Garden, New York, NY","September 15, 1990",1990
"1990-09-16","Madison Square Garden, New York, NY","September 16, 1990",1990
"1990-09-18","Madison Square Garden, New York, NY","September 18, 1990",1990
"1990-09-19","Madison Square Garden, New York, NY","September 19, 1990",1990
"1990-09-20","Madison Square Garden, New York, NY","September 20, 1990",1990
"1990-10-13","Ice Stadium, Stockholm, Sweden","October 13, 1990",1990
"1990-10-17","Grugahalle, Essen, Germany","October 17, 1990",1990
"1990-10-19","Internationales Congress Centrum, Berlin, Germany","October 19, 1990",1990
"1990-10-20","Internationales Congress Centrum, Berlin, Germany","October 20, 1990",1990
"1990-10-22","Festhalle, Frankfurt, Germany","October 22, 1990",1990
"1990-10-24","Sporthalle, Hamburg, Germany","October 24, 1990",1990
"1990-10-27","Zenith, Paris, France","October 27, 1990",1990
"1990-10-28","Zenith, Paris, France","October 28, 1990",1990
"1990-10-30","Wembley Arena, London, England","October 30, 1990",1990
"1990-10-31","Wembley Arena, London, England","October 31, 1990",1990
"1990-11-01","Wembley Arena, London, England","November 1, 1990",1990
"1990-12-03","Oakland Coliseum, Oakland, CA","December 3, 1990",1990
"1990-12-04","Oakland Coliseum, Oakland, CA","December 4, 1990",1990
"1990-12-08","Compton Terrace Amphitheatre, Tempe, AZ","December 8, 1990",1990
"1990-12-09","Compton Terrace Amphitheatre, Tempe, AZ","December 9, 1990",1990
"1990-12-12","McNichols Sports Arena, Denver, CO","December 12, 1990",1990
"1990-12-13","McNichols Sports Arena, Denver, CO","December 13, 1990",1990
"1990-12-14","McNichols Sports Arena, Denver, CO","December 14, 1990",1990
"1990-12-27","Oakland Coliseum, Oakland, CA","December 27, 1990",1990
"1990-12-28","Oakland Coliseum, Oakland, CA","December 28, 1990",1990
"1990-12-30","Oakland Coliseum, Oakland, CA","December 30, 1990",1990
"1990-12-31","Oakland Coliseum, Oakland, CA","December 31, 1990",1990
"1991-02-19","Oakland Coliseum, Oakland, CA","February 19, 1991",1991
"1991-02-20","Oakland Coliseum, Oakland, CA","February 20, 1991",1991
"1991-02-21","Oakland Coliseum, Oakland, CA","February 21, 1991",1991
"1991-03-17","Capital Centre, Landover, MD","March 17, 1991",1991
"1991-03-18","Capital Centre, Landover, MD","March 18, 1991",1991
"1991-03-20","Capital Centre, Landover, MD","March 20, 1991",1991
"1991-03-21","Capital Centre, Landover, MD","March 21, 1991",1991
"1991-03-23","Knickerbocker Arena, Albany, NY","March 23, 1991",1991
"1991-03-24","Knickerbocker Arena, Albany, NY","March 24, 1991",1991
"1991-03-25","Knickerbocker Arena, Albany, NY","March 25, 1991",1991
"1991-03-27","Nassau Veterans Memorial Coliseum, Uniondale, NY","March 27, 1991",1991
"1991-03-28","Nassau Veterans Memorial Coliseum, Uniondale, NY","March 28, 1991",1991
"1991-03-29","Nassau Veterans Memorial Coliseum, Uniondale, NY","March 29, 1991",1991
"1991-03-31","Greensboro Coliseum, Greensboro, NC","March 31, 1991",1991
"1991-04-01","Greensboro Coliseum, Greensboro, NC","April 1, 1991",1991
"1991-04-03","The Omni, Atlanta, GA","April 3, 1991",1991
"1991-04-04","The Omni, Atlanta, GA","April 4, 1991",1991
"1991-04-05","The Omni, Atlanta, GA","April 5, 1991",1991
"1991-04-07","Orlando Arena, Orlando, FL","April 7, 1991",1991
"1991-04-08","Orlando Arena, Orlando, FL","April 8, 1991",1991
"1991-04-09","Orlando Arena, Orlando, FL","April 9, 1991",1991
"1991-04-27","Sam Boyd Silver Bowl, Las Vegas, NV","April 27, 1991",1991
"1991-04-28","Sam Boyd Silver Bowl, Las Vegas, NV","April 28, 1991",1991
"1991-05-03","Cal Expo Amphitheatre, Sacramento, CA","May 3, 1991",1991
"1991-05-04","Cal Expo Amphitheatre, Sacramento, CA","May 4, 1991",1991
"1991-05-05","Cal Expo Amphitheatre, Sacramento, CA","May 5, 1991",1991
"1991-05-10","Shoreline Amphitheatre, Mountain View, CA","May 10, 1991",1991
"1991-05-11","Shoreline Amphitheatre, Mountain View, CA","May 11, 1991",1991
"1991-05-12","Shoreline Amphitheatre, Mountain View, CA","May 12, 1991",1991
"1991-06-01","Los Angeles Memorial Coliseum, Los Angeles, CA","June 1, 1991",1991
"1991-06-06","Deer Creek Music Center, Noblesville, IN","June 6, 1991",1991
"1991-06-07","Deer Creek Music Center, Noblesville, IN","June 7, 1991",1991
"1991-06-09","Buckeye Lake Music Center, Thornville, OH","June 9, 1991",1991
"1991-06-11","Charlotte Coliseum, Charlotte, NC","June 11, 1991",1991
"1991-06-12","Charlotte Coliseum, Charlotte, NC","June 12, 1991",1991
"1991-06-14","Robert F. Kennedy Stadium, Washington, DC","June 14, 1991",1991
"1991-06-16","Giants Stadium, East Rutherford, NJ","June 16, 1991",1991
"1991-06-17","Giants Stadium, East Rutherford, NJ","June 17, 1991",1991
"1991-06-19","Pine Knob Music Theatre, Clarkston, MI","June 19, 1991",1991
"1991-06-20","Pine Knob Music Theatre, Clarkston, MI","June 20, 1991",1991
"1991-06-22","Soldier Field, Chicago, IL","June 22, 1991",1991
"1991-06-24","Sandstone Amphitheater, Bonner Springs, KS","June 24, 1991",1991
"1991-06-25","Sandstone Amphitheater, Bonner Springs, KS","June 25, 1991",1991
"1991-06-28","Mile High Stadium, Denver, CO","June 28, 1991",1991
"1991-08-12","Cal Expo Amphitheatre, Sacramento, CA","August 12, 1991",1991
"1991-08-13","Cal Expo Amphitheatre, Sacramento, CA","August 13, 1991",1991
"1991-08-14","Cal Expo Amphitheatre, Sacramento, CA","August 14, 1991",1991
"1991-08-16","Shoreline Amphitheatre, Mountain View, CA","August 16, 1991",1991
"1991-08-17","Shoreline Amphitheatre, Mountain View, CA","August 17, 1991",1991
"1991-08-18","Shoreline Amphitheatre, Mountain View, CA","August 18, 1991",1991
"1991-09-04","Richfield Coliseum, Richfield, OH","September 4, 1991",1991
"1991-09-05","Richfield Coliseum, Richfield, OH","September 5, 1991",1991
"1991-09-06","Richfield Coliseum, Richfield, OH","September 6, 1991",1991
"1991-09-08","Madison Square Garden, New York, NY","September 8, 1991",1991
"1991-09-09","Madison Square Garden, New York, NY","September 9, 1991",1991
"1991-09-10","Madison Square Garden, New York, NY","September 10, 1991",1991
"1991-09-12","Madison Square Garden, New York, NY","September 12, 1991",1991
"1991-09-13","Madison Square Garden, New York, NY","September 13, 1991",1991
"1991-09-14","Madison Square Garden, New York, NY","September 14, 1991",1991
"1991-09-16","Madison Square Garden, New York, NY","September 16, 1991",1991
"1991-09-17","Madison Square Garden, New York, NY","September 17, 1991",1991
"1991-09-18","Madison Square Garden, New York, NY","September 18, 1991",1991
"1991-09-20","Boston Garden, Boston, MA","September 20, 1991",1991
"1991-09-21","Boston Garden, Boston, MA","September 21, 1991",1991
"1991-09-22","Boston Garden, Boston, MA","September 22, 1991",1991
"1991-09-24","Boston Garden, Boston, MA","September 24, 1991",1991
"1991-09-25","Boston Garden, Boston, MA","September 25, 1991",1991
"1991-09-26","Boston Garden, Boston, MA","September 26, 1991",1991
"1991-10-27","Oakland Coliseum, Oakland, CA","October 27, 1991",1991
"1991-10-28","Oakland Coliseum, Oakland, CA","October 28, 1991",1991
"1991-10-30","Oakland Coliseum, Oakland, CA","October 30, 1991",1991
"1991-10-31","Oakland Coliseum, Oakland, CA","October 31, 1991",1991
"1991-11-03","Polo Field, Golden Gate Park, San Francisco, CA","November 3, 1991",1991
"1991-12-27","Oakland Coliseum, Oakland, CA","December 27, 1991",1991
"1991-12-28","Oakland Coliseum, Oakland, CA","December 28, 1991",1991
"1991-12-30","Oakland Coliseum, Oakland, CA","December 30, 1991",1991
"1991-12-31","Oakland Coliseum, Oakland, CA","December 31, 1991",1991
"1992-02-22","Oakland Coliseum, Oakland, CA","February 22, 1992",1992
"1992-02-23","Oakland Coliseum, Oakland, CA","February 23, 1992",1992
"1992-02-24","Oakland Coliseum, Oakland, CA","February 24, 1992",1992
"1992-03-01","The Omni, Atlanta, GA","March 1, 1992",1992
"1992-03-02","The Omni, Atlanta, GA","March 2, 1992",1992
"1992-03-03","The Omni, Atlanta, GA","March 3, 1992",1992
"1992-03-05","Hampton Coliseum, Hampton, VA","March 5, 1992",1992
"1992-03-06","Hampton Coliseum, Hampton, VA","March 6, 1992",1992
"1992-03-08","Capital Centre, Landover, MD","March 8, 1992",1992
"1992-03-09","Capital Centre, Landover, MD","March 9, 1992",1992
"1992-03-11","Nassau Veterans Memorial Coliseum, Uniondale, NY","March 11, 1992",1992
"1992-03-12","Nassau Veterans Memorial Coliseum, Uniondale, NY","March 12, 1992",1992
"1992-03-13","Nassau Veterans Memorial Coliseum, Uniondale, NY","March 13, 1992",1992
"1992-03-16","Spectrum, Philadelphia, PA","March 16, 1992",1992
"1992-03-17","Spectrum, Philadelphia, PA","March 17, 1992",1992
"1992-03-18","Spectrum, Philadelphia, PA","March 18, 1992",1992
"1992-03-20","Copps Coliseum, Hamilton, Canada","March 20, 1992",1992
"1992-03-21","Copps Coliseum, Hamilton, Canada","March 21, 1992",1992
"1992-03-23","The Palace, Auburn Hills, MI","March 23, 1992",1992
"1992-03-24","The Palace, Auburn Hills, MI","March 24, 1992",1992
"1992-05-19","Cal Expo Amphitheatre, Sacramento, CA","May 19, 1992",1992
"1992-05-20","Cal Expo Amphitheatre, Sacramento, CA","May 20, 1992",1992
"1992-05-21","Cal Expo Amphitheatre, Sacramento, CA","May 21, 1992",1992
"1992-05-23","Shoreline Amphitheatre, Mountain View, CA","May 23, 1992",1992
"1992-05-24","Shoreline Amphitheatre, Mountain View, CA","May 24, 1992",1992
"1992-05-25","Shoreline Amphitheatre, Mountain View, CA","May 25, 1992",1992
"1992-05-29","Sam Boyd Silver Bowl, Las Vegas, NV","May 29, 1992",1992
